,id,name,color,habitat,shape,poke_type,capture_chance,height,weight,ability_0,ability_1,ability_2,sprite,description
827,829,gossifleur,green,forest,blob,grass,0.75,4,22,cotton-down,regenerator,effect-spore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,green blob gossifleur who is of grass type and lives in forest.
828,830,eldegoss,green,forest,blob,grass,0.29,5,25,cotton-down,regenerator,effect-spore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,green blob eldegoss who is of grass type and lives in forest.
829,831,wooloo,white,forest,quadruped,normal,1.0,6,60,fluffy,run-away,bulletproof,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,white quadruped wooloo who is of normal type and lives in forest.
830,832,dubwool,white,urban,quadruped,normal,0.5,13,430,fluffy,steadfast,bulletproof,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,white quadruped dubwool who is of normal type and lives in urban.
831,833,chewtle,green,waters-edge,quadruped,water,1.0,3,85,strong-jaw,shell-armor,swift-swim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,green quadruped chewtle who is of water type and lives in waters-edge.
832,834,drednaw,green,waters-edge,quadruped,water,0.29,10,1155,strong-jaw,shell-armor,swift-swim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,green quadruped drednaw who is of water type and lives in waters-edge.
833,835,yamper,yellow,grassland,quadruped,electric,1.0,3,135,ball-fetch,rattled,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,yellow quadruped yamper who is of electric type and lives in grassland.
834,836,boltund,yellow,grassland,quadruped,electric,0.18,10,340,strong-jaw,competitive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,yellow quadruped boltund who is of electric type and lives in grassland.
835,837,rolycoly,black,urban,ball,rock,1.0,3,120,steam-engine,heatproof,flash-fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,black ball rolycoly who is of rock type and lives in urban.
836,838,carkol,black,mountain,legs,rock,0.47,11,780,steam-engine,flame-body,flash-fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,black legs carkol who is of rock type and lives in mountain.
837,839,coalossal,black,mountain,humanoid,rock,0.18,28,3105,steam-engine,flame-body,flash-fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,black humanoid coalossal who is of rock type and lives in mountain.
838,840,applin,green,forest,squiggle,grass,1.0,2,5,ripen,gluttony,bulletproof,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,green squiggle applin who is of grass type and lives in forest.
839,841,flapple,green,grassland,wings,grass,0.18,3,10,ripen,gluttony,hustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,green wings flapple who is of grass type and lives in grassland.
840,842,appletun,green,forest,quadruped,grass,0.18,4,130,ripen,gluttony,thick-fat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,green quadruped appletun who is of grass type and lives in forest.
841,843,silicobra,green,mountain,squiggle,ground,1.0,22,76,sand-spit,shed-skin,sand-veil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,green squiggle silicobra who is of ground type and lives in mountain.
842,844,sandaconda,green,mountain,squiggle,ground,0.47,38,655,sand-spit,shed-skin,sand-veil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,green squiggle sandaconda who is of ground type and lives in mountain.
843,845,cramorant,blue,rough-terrain,wings,flying,0.18,8,180,gulp-missile,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,blue wings cramorant who is of flying type and lives in rough-terrain.
844,846,arrokuda,brown,waters-edge,fish,water,1.0,5,10,swift-swim,propeller-tail,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,brown fish arrokuda who is of water type and lives in waters-edge.
845,847,barraskewda,brown,waters-edge,fish,water,0.24,13,300,swift-swim,propeller-tail,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,brown fish barraskewda who is of water type and lives in waters-edge.
846,848,toxel,purple,urban,upright,electric,0.29,4,110,rattled,static,klutz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,purple upright toxel who is of electric type and lives in urban.
847,849,toxtricity-amped,purple,urban,upright,electric,0.18,16,400,punk-rock,plus,technician,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,purple upright toxtricity-amped who is of electric type and lives in urban.
848,850,sizzlipede,red,grassland,tentacles,fire,0.75,7,10,flash-fire,white-smoke,flame-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,red tentacles sizzlipede who is of fire type and lives in grassland.
849,851,centiskorch,red,grassland,tentacles,fire,0.29,30,1200,flash-fire,white-smoke,flame-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,red tentacles centiskorch who is of fire type and lives in grassland.
850,852,clobbopus,brown,urban,tentacles,fighting,0.71,6,40,limber,technician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,brown tentacles clobbopus who is of fighting type and lives in urban.
851,853,grapploct,blue,cave,tentacles,fighting,0.18,16,390,limber,technician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,blue tentacles grapploct who is of fighting type and lives in cave.
852,854,sinistea,purple,cave,ball,ghost,0.47,1,2,weak-armor,cursed-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,purple ball sinistea who is of ghost type and lives in cave.
853,855,polteageist,purple,cave,ball,ghost,0.24,2,4,weak-armor,cursed-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,purple ball polteageist who is of ghost type and lives in cave.
854,856,hatenna,pink,forest,legs,psychic,0.92,4,34,healer,anticipation,magic-bounce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,pink legs hatenna who is of psychic type and lives in forest.
855,857,hattrem,pink,forest,humanoid,psychic,0.47,6,48,healer,anticipation,magic-bounce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,pink humanoid hattrem who is of psychic type and lives in forest.
856,858,hatterene,pink,forest,blob,psychic,0.18,21,51,healer,anticipation,magic-bounce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,pink blob hatterene who is of psychic type and lives in forest.
857,859,impidimp,pink,forest,humanoid,dark,1.0,4,55,prankster,frisk,pickpocket,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,pink humanoid impidimp who is of dark type and lives in forest.
858,860,morgrem,pink,forest,humanoid,dark,0.47,8,125,prankster,frisk,pickpocket,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,pink humanoid morgrem who is of dark type and lives in forest.
859,861,grimmsnarl,purple,cave,humanoid,dark,0.18,15,610,prankster,frisk,pickpocket,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,purple humanoid grimmsnarl who is of dark type and lives in cave.
860,862,obstagoon,gray,mountain,upright,dark,0.18,16,460,reckless,guts,defiant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,gray upright obstagoon who is of dark type and lives in mountain.
861,863,perrserker,brown,urban,upright,steel,0.35,8,280,battle-armor,tough-claws,steely-spirit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,brown upright perrserker who is of steel type and lives in urban.
862,864,cursola,white,cave,arms,ghost,0.12,10,4,weak-armor,perish-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,white arms cursola who is of ghost type and lives in cave.
863,865,sirfetchd,white,mountain,wings,fighting,0.18,8,1170,steadfast,scrappy,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,white wings sirfetchd who is of fighting type and lives in mountain.
864,866,mr-rime,purple,urban,humanoid,ice,0.18,15,582,tangled-feet,screen-cleaner,ice-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,purple humanoid mr-rime who is of ice type and lives in urban.
865,867,runerigus,gray,rough-terrain,blob,ground,0.35,16,666,wandering-spirit,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,gray blob runerigus who is of ground type and lives in rough-terrain.
866,868,milcery,white,grassland,ball,fairy,0.78,2,3,sweet-veil,aroma-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,white ball milcery who is of fairy type and lives in grassland.
867,869,alcremie,white,grassland,blob,fairy,0.39,3,5,sweet-veil,aroma-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,white blob alcremie who is of fairy type and lives in grassland.
868,870,falinks,yellow,urban,heads,fighting,0.18,30,620,battle-armor,defiant,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,yellow heads falinks who is of fighting type and lives in urban.
869,871,pincurchin,purple,grassland,tentacles,electric,0.29,3,10,lightning-rod,electric-surge,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,purple tentacles pincurchin who is of electric type and lives in grassland.
870,872,snom,white,forest,squiggle,ice,0.75,3,38,shield-dust,ice-scales,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,white squiggle snom who is of ice type and lives in forest.
871,873,frosmoth,white,rare,bug-wings,ice,0.29,13,420,shield-dust,ice-scales,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,white bug-wings frosmoth who is of ice type and lives in rare.
872,874,stonjourner,gray,mountain,legs,rock,0.24,25,5200,power-spot,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,gray legs stonjourner who is of rock type and lives in mountain.
873,875,eiscue-ice,blue,rough-terrain,upright,ice,0.24,14,890,ice-face,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,blue upright eiscue-ice who is of ice type and lives in rough-terrain.
874,876,indeedee-male,purple,urban,upright,psychic,0.12,9,280,inner-focus,synchronize,psychic-surge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,purple upright indeedee-male who is of psychic type and lives in urban.
875,877,morpeko-full-belly,yellow,grassland,humanoid,electric,0.71,3,30,hunger-switch,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,yellow humanoid morpeko-full-belly who is of electric type and lives in grassland.
876,878,cufant,yellow,rough-terrain,quadruped,steel,0.75,12,1000,sheer-force,heavy-metal,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,yellow quadruped cufant who is of steel type and lives in rough-terrain.
877,879,copperajah,green,mountain,quadruped,steel,0.35,30,6500,sheer-force,heavy-metal,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,green quadruped copperajah who is of steel type and lives in mountain.
878,880,dracozolt,green,urban,upright,electric,0.18,18,1900,volt-absorb,hustle,sand-rush,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,green upright dracozolt who is of electric type and lives in urban.
879,881,arctozolt,blue,urban,upright,electric,0.18,23,1500,volt-absorb,static,slush-rush,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,blue upright arctozolt who is of electric type and lives in urban.
880,882,dracovish,green,waters-edge,legs,water,0.18,23,2150,water-absorb,strong-jaw,sand-rush,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,green legs dracovish who is of water type and lives in waters-edge.
881,883,arctovish,blue,sea,fish,water,0.18,20,1750,water-absorb,ice-body,slush-rush,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,blue fish arctovish who is of water type and lives in sea.
882,884,duraludon,white,urban,upright,steel,0.18,18,400,light-metal,heavy-metal,stalwart,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,white upright duraludon who is of steel type and lives in urban.
883,885,dreepy,green,mountain,squiggle,dragon,0.18,5,20,clear-body,infiltrator,cursed-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,green squiggle dreepy who is of dragon type and lives in mountain.
884,886,drakloak,green,rough-terrain,arms,dragon,0.18,14,110,clear-body,infiltrator,cursed-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,green arms drakloak who is of dragon type and lives in rough-terrain.
885,887,dragapult,green,mountain,upright,dragon,0.18,30,500,clear-body,infiltrator,cursed-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,green upright dragapult who is of dragon type and lives in mountain.
886,888,zacian,blue,rough-terrain,quadruped,fairy,0.04,28,1100,intrepid-sword,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,blue quadruped zacian who is of fairy type and lives in rough-terrain.
887,889,zamazenta,red,mountain,quadruped,fighting,0.04,29,2100,dauntless-shield,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,red quadruped zamazenta who is of fighting type and lives in mountain.
888,890,eternatus,purple,grassland,wings,poison,1.0,200,9500,pressure,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,purple wings eternatus who is of poison type and lives in grassland.
889,891,kubfu,gray,mountain,upright,fighting,0.01,6,120,inner-focus,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,gray upright kubfu who is of fighting type and lives in mountain.
890,892,urshifu-single-strike,gray,mountain,humanoid,fighting,0.01,19,1050,unseen-fist,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,gray humanoid urshifu-single-strike who is of fighting type and lives in mountain.
891,893,zarude,green,mountain,upright,dark,0.01,18,700,leaf-guard,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,green upright zarude who is of dark type and lives in mountain.
892,894,regieleki,yellow,grassland,humanoid,electric,0.01,12,1450,transistor,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,yellow humanoid regieleki who is of electric type and lives in grassland.
893,895,regidrago,green,rare,humanoid,dragon,0.01,21,2000,dragons-maw,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,green humanoid regidrago who is of dragon type and lives in rare.
894,896,glastrier,white,rare,quadruped,ice,0.01,22,8000,chilling-neigh,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,white quadruped glastrier who is of ice type and lives in rare.
895,897,spectrier,black,cave,quadruped,ghost,0.01,20,445,grim-neigh,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,black quadruped spectrier who is of ghost type and lives in cave.
896,898,calyrex,green,mountain,humanoid,psychic,0.01,11,77,unnerve,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,green humanoid calyrex who is of psychic type and lives in mountain.
897,899,wyrdeer,gray,forest,quadruped,normal,0.53,18,951,intimidate,frisk,sap-sipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,gray quadruped wyrdeer who is of normal type and lives in forest.
898,900,kleavor,brown,forest,bug-wings,bug,0.45,18,890,swarm,sheer-force,sharpness,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,brown bug-wings kleavor who is of bug type and lives in forest.
899,901,ursaluna,brown,mountain,quadruped,ground,0.29,24,2900,guts,bulletproof,unnerve,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,brown quadruped ursaluna who is of ground type and lives in mountain.
900,902,basculegion-male,green,waters-edge,fish,water,0.53,30,1100,swift-swim,adaptability,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,green fish basculegion-male who is of water type and lives in waters-edge.
901,903,sneasler,gray,mountain,upright,fighting,0.53,13,430,pressure,unburden,poison-touch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,gray upright sneasler who is of fighting type and lives in mountain.
902,904,overqwil,black,urban,fish,dark,0.53,25,605,poison-point,swift-swim,intimidate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,black fish overqwil who is of dark type and lives in urban.
903,905,enamorus-incarnate,pink,rare,arms,fairy,0.01,16,480,cute-charm,contrary,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,pink arms enamorus-incarnate who is of fairy type and lives in rare.
904,906,sprigatito,green,forest,upright,grass,0.18,4,41,overgrow,protean,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,green upright sprigatito who is of grass type and lives in forest.
905,907,floragato,green,forest,upright,grass,0.18,9,122,overgrow,protean,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,green upright floragato who is of grass type and lives in forest.
906,908,meowscarada,green,forest,upright,grass,0.18,15,312,overgrow,protean,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,green upright meowscarada who is of grass type and lives in forest.
907,909,fuecoco,red,grassland,upright,fire,0.18,4,98,blaze,unaware,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,red upright fuecoco who is of fire type and lives in grassland.
908,910,crocalor,red,grassland,upright,fire,0.18,10,307,blaze,unaware,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,red upright crocalor who is of fire type and lives in grassland.
909,911,skeledirge,red,grassland,upright,fire,0.18,16,3265,blaze,unaware,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,red upright skeledirge who is of fire type and lives in grassland.
910,912,quaxly,white,waters-edge,upright,water,0.18,5,61,torrent,moxie,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,white upright quaxly who is of water type and lives in waters-edge.
911,913,quaxwell,blue,waters-edge,upright,water,0.18,12,215,torrent,moxie,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,blue upright quaxwell who is of water type and lives in waters-edge.
912,914,quaquaval,blue,waters-edge,upright,water,0.18,18,619,torrent,moxie,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,blue upright quaquaval who is of water type and lives in waters-edge.
913,915,lechonk,gray,forest,quadruped,normal,1.0,5,102,aroma-veil,gluttony,thick-fat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,gray quadruped lechonk who is of normal type and lives in forest.
914,916,oinkologne,gray,forest,quadruped,normal,0.39,10,1200,lingering-aroma,gluttony,thick-fat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,gray quadruped oinkologne who is of normal type and lives in forest.
915,917,tarountula,white,forest,bug-wings,bug,1.0,3,40,insomnia,stakeout,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,white bug-wings tarountula who is of bug type and lives in forest.
916,918,spidops,green,forest,bug-wings,bug,0.47,10,165,insomnia,stakeout,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,green bug-wings spidops who is of bug type and lives in forest.
917,919,nymble,gray,forest,armor,bug,0.75,2,10,swarm,tinted-lens,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,gray armor nymble who is of bug type and lives in forest.
918,920,lokix,gray,forest,bug-wings,bug,0.12,10,175,swarm,tinted-lens,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,gray bug-wings lokix who is of bug type and lives in forest.
919,921,pawmi,yellow,grassland,quadruped,electric,0.75,3,25,static,natural-cure,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,yellow quadruped pawmi who is of electric type and lives in grassland.
920,922,pawmo,yellow,grassland,humanoid,electric,0.31,4,65,volt-absorb,natural-cure,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,yellow humanoid pawmo who is of electric type and lives in grassland.
921,923,pawmot,yellow,grassland,humanoid,electric,0.18,9,410,volt-absorb,natural-cure,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,yellow humanoid pawmot who is of electric type and lives in grassland.
922,924,tandemaus,white,grassland,quadruped,normal,0.59,3,18,run-away,pickup,own-tempo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,white quadruped tandemaus who is of normal type and lives in grassland.
923,925,maushold,white,grassland,upright,normal,0.29,3,23,friend-guard,cheek-pouch,technician,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,white upright maushold who is of normal type and lives in grassland.
924,926,fidough,yellow,grassland,quadruped,fairy,0.75,3,109,own-tempo,klutz,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,yellow quadruped fidough who is of fairy type and lives in grassland.
925,927,dachsbun,brown,grassland,blob,fairy,0.35,5,149,well-baked-body,aroma-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,brown blob dachsbun who is of fairy type and lives in grassland.
926,928,smoliv,green,forest,upright,grass,1.0,3,65,early-bird,harvest,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,green upright smoliv who is of grass type and lives in forest.
927,929,dolliv,green,forest,upright,grass,0.47,6,119,early-bird,harvest,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,green upright dolliv who is of grass type and lives in forest.
928,930,arboliva,green,forest,quadruped,grass,0.18,14,482,seed-sower,harvest,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,green quadruped arboliva who is of grass type and lives in forest.
929,931,squawkabilly,green,grassland,quadruped,normal,0.75,6,24,intimidate,hustle,guts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,green quadruped squawkabilly who is of normal type and lives in grassland.
930,932,nacli,brown,mountain,arms,rock,1.0,4,160,purifying-salt,sturdy,clear-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,brown arms nacli who is of rock type and lives in mountain.
931,933,naclstack,brown,mountain,humanoid,rock,0.47,6,1050,purifying-salt,sturdy,clear-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,brown humanoid naclstack who is of rock type and lives in mountain.
932,934,garganacl,brown,mountain,humanoid,rock,0.18,23,2400,purifying-salt,sturdy,clear-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,brown humanoid garganacl who is of rock type and lives in mountain.
933,935,charcadet,red,mountain,quadruped,fire,0.35,6,105,flash-fire,flame-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,red quadruped charcadet who is of fire type and lives in mountain.
934,936,armarouge,red,grassland,quadruped,fire,0.1,15,850,flash-fire,weak-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,red quadruped armarouge who is of fire type and lives in grassland.
935,937,ceruledge,blue,grassland,quadruped,fire,0.1,16,620,flash-fire,weak-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,blue quadruped ceruledge who is of fire type and lives in grassland.
936,938,tadbulb,yellow,grassland,upright,electric,0.75,3,4,own-tempo,static,damp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,yellow upright tadbulb who is of electric type and lives in grassland.
937,939,bellibolt,green,urban,upright,electric,0.2,12,1130,electromorphosis,static,damp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,green upright bellibolt who is of electric type and lives in urban.
938,940,wattrel,black,urban,upright,electric,0.71,4,36,wind-power,volt-absorb,competitive,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,black upright wattrel who is of electric type and lives in urban.
939,941,kilowattrel,yellow,urban,upright,electric,0.35,14,386,wind-power,volt-absorb,competitive,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,yellow upright kilowattrel who is of electric type and lives in urban.
940,942,maschiff,brown,urban,quadruped,dark,0.59,5,160,intimidate,run-away,stakeout,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,brown quadruped maschiff who is of dark type and lives in urban.
941,943,mabosstiff,gray,urban,upright,dark,0.29,11,610,intimidate,guard-dog,stakeout,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,gray upright mabosstiff who is of dark type and lives in urban.
942,944,shroodle,gray,grassland,upright,poison,0.75,2,7,unburden,pickpocket,prankster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,gray upright shroodle who is of poison type and lives in grassland.
943,945,grafaiai,gray,grassland,quadruped,poison,0.35,7,272,unburden,poison-touch,prankster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,gray quadruped grafaiai who is of poison type and lives in grassland.
944,946,bramblin,brown,forest,humanoid,grass,0.75,6,6,wind-rider,infiltrator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,brown humanoid bramblin who is of grass type and lives in forest.
945,947,brambleghast,brown,forest,humanoid,grass,0.18,12,60,wind-rider,infiltrator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,brown humanoid brambleghast who is of grass type and lives in forest.
946,948,toedscool,yellow,rough-terrain,quadruped,ground,0.75,9,330,mycelium-might,mycelium-might,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,yellow quadruped toedscool who is of ground type and lives in rough-terrain.
947,949,toedscruel,black,rough-terrain,quadruped,ground,0.35,19,580,mycelium-might,mycelium-might,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,black quadruped toedscruel who is of ground type and lives in rough-terrain.
948,950,klawf,red,urban,arms,rock,0.47,13,790,anger-shell,shell-armor,regenerator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,red arms klawf who is of rock type and lives in urban.
949,951,capsakid,green,forest,blob,grass,0.75,3,30,chlorophyll,insomnia,klutz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,green blob capsakid who is of grass type and lives in forest.
950,952,scovillain,green,forest,humanoid,grass,0.29,9,150,chlorophyll,insomnia,moody,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,green humanoid scovillain who is of grass type and lives in forest.
951,953,rellor,brown,forest,armor,bug,0.75,2,10,compound-eyes,shed-skin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,brown armor rellor who is of bug type and lives in forest.
952,954,rabsca,green,forest,humanoid,bug,0.18,3,35,synchronize,telepathy,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,green humanoid rabsca who is of bug type and lives in forest.
953,955,flittle,yellow,grassland,humanoid,psychic,0.47,2,15,anticipation,frisk,speed-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,yellow humanoid flittle who is of psychic type and lives in grassland.
