,id,name,abilities,color,shape,habitat,capture_chance,height,weight,poke_type,sprite
471,472,gliscor,"['hyper-cutter', 'sand-veil', 'poison-heal']",purple,wings,,0.12,20,425,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
472,473,mamoswine,"['oblivious', 'snow-cloak', 'thick-fat']",brown,quadruped,,0.2,25,2910,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
473,474,porygon-z,"['adaptability', 'download', 'analytic']",red,arms,,0.12,9,340,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
474,475,gallade,"['steadfast', 'sharpness', 'justified']",white,humanoid,,0.18,16,520,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
475,476,probopass,"['sturdy', 'magnet-pull', 'sand-force']",gray,heads,,0.24,14,3400,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
476,477,dusknoir,"['pressure', 'frisk']",black,arms,,0.18,22,1066,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
477,478,froslass,"['snow-cloak', 'cursed-body']",white,arms,,0.29,13,266,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
478,479,rotom,['levitate'],red,ball,,0.18,3,3,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
479,480,uxie,['levitate'],yellow,upright,,0.01,3,3,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
480,481,mesprit,['levitate'],pink,upright,,0.01,3,3,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
481,482,azelf,['levitate'],blue,upright,,0.01,3,3,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
482,483,dialga,"['pressure', 'telepathy']",white,quadruped,,0.01,54,6830,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
483,484,palkia,"['pressure', 'telepathy']",purple,upright,,0.01,42,3360,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
484,485,heatran,"['flash-fire', 'flame-body']",brown,quadruped,,0.01,17,4300,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
485,486,regigigas,['slow-start'],white,humanoid,,0.01,37,4200,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
486,487,giratina-altered,"['pressure', 'telepathy']",black,tentacles,,0.01,45,7500,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
487,488,cresselia,['levitate'],yellow,squiggle,,0.01,15,856,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
488,489,phione,['hydration'],blue,arms,,0.12,4,31,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
489,490,manaphy,['hydration'],blue,humanoid,,0.01,3,14,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
490,491,darkrai,['bad-dreams'],black,humanoid,,0.01,15,505,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
491,492,shaymin-land,['natural-cure'],green,quadruped,,0.18,2,21,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
492,493,arceus,['multitype'],white,quadruped,,0.01,32,3200,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
493,494,victini,['victory-star'],yellow,humanoid,,0.01,4,40,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
494,495,snivy,"['overgrow', 'contrary']",green,upright,,0.18,6,81,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
495,496,servine,"['overgrow', 'contrary']",green,upright,,0.18,8,160,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
496,497,serperior,"['overgrow', 'contrary']",green,squiggle,,0.18,33,630,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
497,498,tepig,"['blaze', 'thick-fat']",red,quadruped,,0.18,5,99,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
498,499,pignite,"['blaze', 'thick-fat']",red,upright,,0.18,10,555,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
499,500,emboar,"['blaze', 'reckless']",red,upright,,0.18,16,1500,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
500,501,oshawott,"['torrent', 'shell-armor']",blue,upright,,0.18,5,59,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
501,502,dewott,"['torrent', 'shell-armor']",blue,upright,,0.18,8,245,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
502,503,samurott,"['torrent', 'shell-armor']",blue,quadruped,,0.18,15,946,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
503,504,patrat,"['run-away', 'keen-eye', 'analytic']",brown,quadruped,,1.0,5,116,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
504,505,watchog,"['illuminate', 'keen-eye', 'analytic']",brown,upright,,1.0,11,270,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
505,506,lillipup,"['vital-spirit', 'pickup', 'run-away']",brown,quadruped,,1.0,4,41,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
506,507,herdier,"['intimidate', 'sand-rush', 'scrappy']",gray,quadruped,,0.47,9,147,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
507,508,stoutland,"['intimidate', 'sand-rush', 'scrappy']",gray,quadruped,,0.18,12,610,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
508,509,purrloin,"['limber', 'unburden', 'prankster']",purple,quadruped,,1.0,4,101,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
509,510,liepard,"['limber', 'unburden', 'prankster']",purple,quadruped,,0.35,11,375,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
510,511,pansage,"['gluttony', 'overgrow']",green,upright,,0.75,6,105,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
511,512,simisage,"['gluttony', 'overgrow']",green,upright,,0.29,11,305,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
512,513,pansear,"['gluttony', 'blaze']",red,upright,,0.75,6,110,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
513,514,simisear,"['gluttony', 'blaze']",red,upright,,0.29,10,280,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
514,515,panpour,"['gluttony', 'torrent']",blue,upright,,0.75,6,135,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
515,516,simipour,"['gluttony', 'torrent']",blue,upright,,0.29,10,290,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
516,517,munna,"['forewarn', 'synchronize', 'telepathy']",pink,quadruped,,0.75,6,233,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
517,518,musharna,"['forewarn', 'synchronize', 'telepathy']",pink,humanoid,,0.29,11,605,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
518,519,pidove,"['big-pecks', 'super-luck', 'rivalry']",gray,wings,,1.0,3,21,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
519,520,tranquill,"['big-pecks', 'super-luck', 'rivalry']",gray,wings,,0.47,6,150,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
520,521,unfezant,"['big-pecks', 'super-luck', 'rivalry']",gray,wings,,0.18,12,290,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
521,522,blitzle,"['lightning-rod', 'motor-drive', 'sap-sipper']",black,quadruped,,0.75,8,298,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
522,523,zebstrika,"['lightning-rod', 'motor-drive', 'sap-sipper']",black,quadruped,,0.29,16,795,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
523,524,roggenrola,"['sturdy', 'weak-armor', 'sand-force']",blue,legs,,1.0,4,180,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
524,525,boldore,"['sturdy', 'weak-armor', 'sand-force']",blue,tentacles,,0.47,9,1020,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
525,526,gigalith,"['sturdy', 'sand-stream', 'sand-force']",blue,tentacles,,0.18,17,2600,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
526,527,woobat,"['unaware', 'klutz', 'simple']",blue,wings,,0.75,4,21,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
527,528,swoobat,"['unaware', 'klutz', 'simple']",blue,wings,,0.18,9,105,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
528,529,drilbur,"['sand-rush', 'sand-force', 'mold-breaker']",gray,upright,,0.47,3,85,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
529,530,excadrill,"['sand-rush', 'sand-force', 'mold-breaker']",gray,humanoid,,0.24,7,404,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
530,531,audino,"['healer', 'regenerator', 'klutz']",pink,upright,,1.0,11,310,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
531,532,timburr,"['guts', 'sheer-force', 'iron-fist']",gray,humanoid,,0.71,6,125,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
532,533,gurdurr,"['guts', 'sheer-force', 'iron-fist']",gray,humanoid,,0.35,12,400,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
533,534,conkeldurr,"['guts', 'sheer-force', 'iron-fist']",brown,humanoid,,0.18,14,870,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
534,535,tympole,"['swift-swim', 'hydration', 'water-absorb']",blue,fish,,1.0,5,45,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
535,536,palpitoad,"['swift-swim', 'hydration', 'water-absorb']",blue,upright,,0.47,8,170,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
536,537,seismitoad,"['swift-swim', 'poison-touch', 'water-absorb']",blue,humanoid,,0.18,15,620,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
537,538,throh,"['guts', 'inner-focus', 'mold-breaker']",red,humanoid,,0.18,13,555,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
538,539,sawk,"['sturdy', 'inner-focus', 'mold-breaker']",blue,humanoid,,0.18,14,510,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
539,540,sewaddle,"['swarm', 'chlorophyll', 'overcoat']",yellow,armor,,1.0,3,25,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
540,541,swadloon,"['leaf-guard', 'chlorophyll', 'overcoat']",green,arms,,0.47,5,73,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
541,542,leavanny,"['swarm', 'chlorophyll', 'overcoat']",yellow,humanoid,,0.18,12,205,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
542,543,venipede,"['poison-point', 'swarm', 'speed-boost']",red,armor,,1.0,4,53,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
543,544,whirlipede,"['poison-point', 'swarm', 'speed-boost']",gray,ball,,0.47,12,585,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
544,545,scolipede,"['poison-point', 'swarm', 'speed-boost']",red,armor,,0.18,25,2005,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
545,546,cottonee,"['prankster', 'infiltrator', 'chlorophyll']",green,ball,,0.75,3,6,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
546,547,whimsicott,"['prankster', 'infiltrator', 'chlorophyll']",green,humanoid,,0.29,7,66,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
547,548,petilil,"['chlorophyll', 'own-tempo', 'leaf-guard']",green,blob,,0.75,5,66,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
548,549,lilligant,"['chlorophyll', 'own-tempo', 'leaf-guard']",green,blob,,0.29,11,163,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
549,550,basculin-red-striped,"['reckless', 'adaptability', 'mold-breaker']",green,fish,,0.1,10,180,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
550,551,sandile,"['intimidate', 'moxie', 'anger-point']",brown,quadruped,,0.71,7,152,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
551,552,krokorok,"['intimidate', 'moxie', 'anger-point']",brown,quadruped,,0.35,10,334,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
552,553,krookodile,"['intimidate', 'moxie', 'anger-point']",red,upright,,0.18,15,963,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
553,554,darumaka,"['hustle', 'inner-focus']",red,humanoid,,0.47,6,375,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
554,555,darmanitan-standard,"['sheer-force', 'zen-mode']",red,quadruped,,0.24,13,929,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
555,556,maractus,"['water-absorb', 'chlorophyll', 'storm-drain']",green,blob,,1.0,10,280,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
556,557,dwebble,"['sturdy', 'shell-armor', 'weak-armor']",red,armor,,0.75,3,145,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
557,558,crustle,"['sturdy', 'shell-armor', 'weak-armor']",red,armor,,0.29,14,2000,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
558,559,scraggy,"['shed-skin', 'moxie', 'intimidate']",yellow,upright,,0.71,6,118,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
559,560,scrafty,"['shed-skin', 'moxie', 'intimidate']",red,upright,,0.35,11,300,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
560,561,sigilyph,"['wonder-skin', 'magic-guard', 'tinted-lens']",black,wings,,0.18,14,140,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
561,562,yamask,['mummy'],black,arms,,0.75,5,15,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
562,563,cofagrigus,['mummy'],yellow,blob,,0.35,17,765,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
563,564,tirtouga,"['solid-rock', 'sturdy', 'swift-swim']",blue,quadruped,,0.18,7,165,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
564,565,carracosta,"['solid-rock', 'sturdy', 'swift-swim']",blue,upright,,0.18,12,810,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
565,566,archen,['defeatist'],yellow,wings,,0.18,5,95,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
566,567,archeops,['defeatist'],yellow,wings,,0.18,14,320,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
567,568,trubbish,"['stench', 'sticky-hold', 'aftermath']",green,humanoid,,0.75,6,310,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
568,569,garbodor,"['stench', 'weak-armor', 'aftermath']",green,humanoid,,0.24,19,1073,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
569,570,zorua,['illusion'],gray,quadruped,,0.29,7,125,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
570,571,zoroark,['illusion'],gray,upright,,0.18,16,811,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
571,572,minccino,"['cute-charm', 'technician', 'skill-link']",gray,quadruped,,1.0,4,58,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
572,573,cinccino,"['cute-charm', 'technician', 'skill-link']",gray,quadruped,,0.24,5,75,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
573,574,gothita,"['frisk', 'competitive', 'shadow-tag']",purple,humanoid,,0.78,4,58,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
574,575,gothorita,"['frisk', 'competitive', 'shadow-tag']",purple,humanoid,,0.39,7,180,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
575,576,gothitelle,"['frisk', 'competitive', 'shadow-tag']",purple,humanoid,,0.2,15,440,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
576,577,solosis,"['overcoat', 'magic-guard', 'regenerator']",green,ball,,0.78,3,10,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
577,578,duosion,"['overcoat', 'magic-guard', 'regenerator']",green,ball,,0.39,6,80,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
578,579,reuniclus,"['overcoat', 'magic-guard', 'regenerator']",green,arms,,0.2,10,201,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
579,580,ducklett,"['keen-eye', 'big-pecks', 'hydration']",blue,wings,,0.75,5,55,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
580,581,swanna,"['keen-eye', 'big-pecks', 'hydration']",white,wings,,0.18,13,242,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
581,582,vanillite,"['ice-body', 'snow-cloak', 'weak-armor']",white,blob,,1.0,4,57,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
582,583,vanillish,"['ice-body', 'snow-cloak', 'weak-armor']",white,blob,,0.47,11,410,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
583,584,vanilluxe,"['ice-body', 'snow-warning', 'weak-armor']",white,heads,,0.18,13,575,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
584,585,deerling,"['chlorophyll', 'sap-sipper', 'serene-grace']",pink,quadruped,,0.75,6,195,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
585,586,sawsbuck,"['chlorophyll', 'sap-sipper', 'serene-grace']",brown,quadruped,,0.29,19,925,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
586,587,emolga,"['static', 'motor-drive']",white,quadruped,,0.78,4,50,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
587,588,karrablast,"['swarm', 'shed-skin', 'no-guard']",blue,humanoid,,0.78,5,59,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
588,589,escavalier,"['swarm', 'shell-armor', 'overcoat']",gray,arms,,0.29,10,330,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
589,590,foongus,"['effect-spore', 'regenerator']",white,arms,,0.75,2,10,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
590,591,amoonguss,"['effect-spore', 'regenerator']",white,arms,,0.29,6,105,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
591,592,frillish,"['water-absorb', 'cursed-body', 'damp']",white,tentacles,,0.75,12,330,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
592,593,jellicent,"['water-absorb', 'cursed-body', 'damp']",white,tentacles,,0.24,22,1350,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
593,594,alomomola,"['healer', 'hydration', 'regenerator']",pink,fish,,0.29,12,316,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
594,595,joltik,"['compound-eyes', 'unnerve', 'swarm']",yellow,armor,,0.75,1,6,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
595,596,galvantula,"['compound-eyes', 'unnerve', 'swarm']",yellow,armor,,0.29,8,143,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
596,597,ferroseed,['iron-barbs'],gray,ball,,1.0,6,188,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
597,598,ferrothorn,"['iron-barbs', 'anticipation']",gray,tentacles,,0.35,10,1100,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
598,599,klink,"['plus', 'minus', 'clear-body']",gray,heads,,0.51,3,210,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
599,600,klang,"['plus', 'minus', 'clear-body']",gray,heads,,0.24,6,510,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
600,601,klinklang,"['plus', 'minus', 'clear-body']",gray,heads,,0.12,6,810,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
601,602,tynamo,['levitate'],white,fish,,0.75,2,3,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
602,603,eelektrik,['levitate'],blue,fish,,0.24,12,220,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
603,604,eelektross,['levitate'],blue,fish,,0.12,21,805,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
604,605,elgyem,"['telepathy', 'synchronize', 'analytic']",blue,upright,,1.0,5,90,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
605,606,beheeyem,"['telepathy', 'synchronize', 'analytic']",brown,humanoid,,0.35,10,345,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
606,607,litwick,"['flash-fire', 'flame-body', 'infiltrator']",white,blob,,0.75,3,31,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
607,608,lampent,"['flash-fire', 'flame-body', 'infiltrator']",black,arms,,0.35,6,130,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
608,609,chandelure,"['flash-fire', 'flame-body', 'infiltrator']",black,arms,,0.18,10,343,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
609,610,axew,"['rivalry', 'mold-breaker', 'unnerve']",green,upright,,0.29,6,180,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
610,611,fraxure,"['rivalry', 'mold-breaker', 'unnerve']",green,upright,,0.24,10,360,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
611,612,haxorus,"['rivalry', 'mold-breaker', 'unnerve']",yellow,upright,,0.18,18,1055,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
612,613,cubchoo,"['snow-cloak', 'slush-rush', 'rattled']",white,upright,,0.47,5,85,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
613,614,beartic,"['snow-cloak', 'slush-rush', 'swift-swim']",white,quadruped,,0.24,26,2600,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
614,615,cryogonal,['levitate'],blue,ball,,0.1,11,1480,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
615,616,shelmet,"['hydration', 'shell-armor', 'overcoat']",red,ball,,0.78,4,77,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
616,617,accelgor,"['hydration', 'sticky-hold', 'unburden']",red,arms,,0.29,8,253,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
617,618,stunfisk,"['static', 'limber', 'sand-veil']",brown,fish,,0.29,7,110,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
618,619,mienfoo,"['inner-focus', 'regenerator', 'reckless']",yellow,upright,,0.71,9,200,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
619,620,mienshao,"['inner-focus', 'regenerator', 'reckless']",purple,upright,,0.18,14,355,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
620,621,druddigon,"['rough-skin', 'sheer-force', 'mold-breaker']",red,upright,,0.18,16,1390,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
621,622,golett,"['iron-fist', 'klutz', 'no-guard']",green,humanoid,,0.75,10,920,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
622,623,golurk,"['iron-fist', 'klutz', 'no-guard']",green,humanoid,,0.35,28,3300,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
623,624,pawniard,"['defiant', 'inner-focus', 'pressure']",red,humanoid,,0.47,5,102,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
624,625,bisharp,"['defiant', 'inner-focus', 'pressure']",red,humanoid,,0.18,16,700,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
625,626,bouffalant,"['reckless', 'sap-sipper', 'soundproof']",brown,quadruped,,0.18,16,946,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
626,627,rufflet,"['keen-eye', 'sheer-force', 'hustle']",white,wings,,0.75,5,105,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
627,628,braviary,"['keen-eye', 'sheer-force', 'defiant']",red,wings,,0.24,15,410,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
628,629,vullaby,"['big-pecks', 'overcoat', 'weak-armor']",brown,wings,,0.75,5,90,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
629,630,mandibuzz,"['big-pecks', 'overcoat', 'weak-armor']",brown,wings,,0.24,12,395,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
630,631,heatmor,"['gluttony', 'flash-fire', 'white-smoke']",red,upright,,0.35,14,580,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
631,632,durant,"['swarm', 'hustle', 'truant']",gray,armor,,0.35,3,330,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
